rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	19	4210	100	18.9216	43.3	4.79
Bacillus_1;size=1	1	4210	28	4210	100	27.795	41.7	2.82
Bacillus_2;size=1	1	4387	25	4387	100	24.778	40.9	11
Bacillus_3;size=1	1	4387	16	4387	100	15.8284	41.4	5.88
Bacillus_4_5;size=1	1	4210	35	4210	100	34.672	40.7	2.8
Bacillus_6;size=1	1	4210	17	4210	100	16.301	42.9	5.82
Bacillus_7;size=1	1	4210	20	4210	100	19.8185	41.6	2.9
Bacillus_8;size=1	1	4210	29	4210	100	28.7983	42.6	12.4
Bacillus_9;size=1	1	4210	21	4210	100	20.8758	43.4	12.9
Enterococcus_1;size=1	1	4364	14	4364	100	13.8655	43.7	29.9
Enterococcus_2;size=1	1	4364	21	4364	100	20.7805	42.1	28.8
Enterococcus_3;size=1	1	4262	25	4262	100	24.84	44.6	5.24
Enterococcus_4;size=1	1	4262	25	4262	100	24.7888	43.9	5.2
Escherichia_1;size=1	1	4451	16	4451	100	15.9097	45.2	55.6
Escherichia_2;size=1	1	4358	19	4358	100	18.1402	43	5.26
Escherichia_3;size=1	1	4358	16	4358	100	15.9291	44.2	5.56
Escherichia_4;size=1	1	4452	12	4452	100	11.9575	45.1	40.2
Escherichia_5;size=1	1	4358	20	4358	100	19.8162	41.8	5.35
Escherichia_6;size=1	1	4441	13	4441	100	12.8946	44.8	44.2
Escherichia_7;size=1	1	4435	13	4435	100	12.7154	42.7	53.8
Lactobacillus_1;size=1	1	4268	39	4268	100	38.0724	42.5	31.3
Lactobacillus_2;size=1	1	4453	37	4453	100	35.8805	43.8	40.5
Lactobacillus_3;size=1	1	4258	59	4258	100	58.3828	43	35
Lactobacillus_4;size=1	1	4258	39	4258	100	37.667	43.4	27.8
Lactobacillus_5;size=1	1	4453	29	4453	100	28.7444	42.6	43.3
Listeria_1;size=1	1	4291	40	4291	100	39.6651	43.4	3.67
Listeria_2_5;size=1	1	4291	48	4291	100	47.76	43.2	5.35
Listeria_3;size=1	1	4542	17	4542	100	16.616	41.3	4.35
Listeria_4;size=1	1	4542	32	4542	100	31.3364	42.3	3.78
Listeria_6;size=1	1	4291	35	4291	100	34.7567	43.4	3.94
Pseudomonas_1_2_3_4;size=1	1	4456	16	4456	100	15.866	43.7	60
Salmonella_1;size=1	1	4360	40	4360	100	39.7454	44.6	4.17
Salmonella_2_4;size=1	1	4360	20	4360	100	19.9525	42.1	4.85
Salmonella_3;size=1	1	4519	13	4519	100	12.8433	41.9	15
Salmonella_5;size=1	1	4519	13	4519	100	12.9502	43.4	12.9
Salmonella_6;size=1	1	4360	15	4360	100	14.9218	41.5	6.2
Salmonella_7;size=1	1	4619	15	4619	100	14.1795	43.4	56.7
Staphylococcus_1;size=1	1	4466	28	4466	100	27.6529	44.1	37.1
Staphylococcus_2;size=1	1	4512	28	4512	100	27.6392	42.5	40.6
Staphylococcus_3;size=1	1	4516	28	4516	100	26.8372	44.5	54.5
Staphylococcus_4;size=1	1	4391	35	4391	100	33.3906	43.3	30.3
Staphylococcus_5;size=1	1	4424	29	4424	100	28.7703	44.3	43.8
Staphylococcus_6;size=1	1	4483	34	4483	100	33.7586	44.2	53.1
