rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	302	1363	100	301.683	39.7	57.5
Enterococcus_4;size=4	1	1381	480	1381	100	478.944	39.6	59.1
Staphylococcus_4;size=4	1	1372	651	1372	100	649.757	39.6	32.4
Bacillus_4_5;size=3	1	1370	233	1370	100	232.689	39.7	10.9
Bacillus_7;size=2	1	1370	139	1370	100	138.869	39.6	10.7
Escherichia_5;size=2	1	1363	107	1363	100	106.919	39.6	17.4
Listeria_2_5;size=2	1	1370	379	1370	100	378.647	39.4	15.6
Listeria_6;size=2	1	1370	223	1370	100	222.706	39.6	15
Bacillus_1;size=1	1	1370	80	1370	100	79.8533	39.6	11.2
Bacillus_3;size=1	1	1370	83	1370	100	82.9168	39.7	13.9
Bacillus_8;size=1	1	1370	144	1370	100	143.754	39.5	21.6
Bacillus_9;size=1	1	1370	112	1370	100	111.772	39.7	10.7
Escherichia_1;size=1	1	1363	46	1363	100	45.9105	39.5	45.8
Escherichia_2;size=1	1	1363	58	1363	100	57.9589	39.6	17
Escherichia_4;size=1	1	1363	31	1363	100	30.9927	39.6	52.7
Escherichia_6;size=1	1	1363	46	1363	100	45.9611	39.6	50
Escherichia_7;size=1	1	1363	42	1363	100	41.9244	39.4	46.6
Lactobacillus_1;size=1	1	1406	106	1406	100	105.362	39.7	36.4
Lactobacillus_2;size=1	1	1396	111	1396	100	110.777	39.5	23.6
Lactobacillus_3;size=1	1	1396	189	1396	100	188.802	39.6	19.8
Lactobacillus_4;size=1	1	1396	166	1396	100	165.187	39.6	30.2
Lactobacillus_5;size=1	1	1396	174	1396	100	173.607	39.7	37.2
Listeria_1;size=1	1	1370	153	1370	100	152.477	39.8	15.5
Pseudomonas_1_2_3_4;size=1	1	1357	62	1357	100	61.8836	39.5	60
Salmonella_7;size=1	1	1363	56	1363	100	55.9098	39.6	52.7
Staphylococcus_2;size=1	1	1372	162	1372	100	161.733	39.6	38.9
Staphylococcus_3;size=1	1	1372	143	1372	100	142.748	39.7	27.5
