rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	256	4210	100	253.656	42.6	4.88
Bacillus_1;size=1	1	4210	392	4210	100	388.666	42.8	2.89
Bacillus_2;size=1	1	4387	307	4387	100	303.307	42.9	10.1
Bacillus_3;size=1	1	4387	181	4387	100	178.138	42.6	8.14
Bacillus_4_5;size=1	1	4210	581	4210	100	577.633	43.1	3.01
Bacillus_6;size=1	1	4210	282	4210	100	279.529	43	5.37
Bacillus_7;size=1	1	4210	274	4210	100	271.158	42.3	3.49
Bacillus_8;size=1	1	4210	375	4210	100	370.87	42.7	13.7
Bacillus_9;size=1	1	4210	308	4210	100	304.707	43	11
Enterococcus_1;size=1	1	4364	212	4364	100	209.833	43.6	30.2
Enterococcus_2;size=1	1	4364	321	4364	100	313.392	43.1	27.9
Enterococcus_3;size=1	1	4262	436	4262	100	427.932	43.8	4.88
Enterococcus_4;size=1	1	4262	381	4262	100	376.308	43.7	5.62
Escherichia_1;size=1	1	4451	208	4451	100	203.76	43.6	44.3
Escherichia_2;size=1	1	4358	197	4358	100	193.714	43.5	4.96
Escherichia_3;size=1	1	4358	265	4358	100	262.364	43.7	5.39
Escherichia_4;size=1	1	4452	178	4452	100	175.346	43.2	38.6
Escherichia_5;size=1	1	4358	327	4358	100	322.706	43.4	4.83
Escherichia_6;size=1	1	4441	215	4441	100	212.515	43.5	49.4
Escherichia_7;size=1	1	4435	178	4435	100	175.666	43.1	56.8
Lactobacillus_1;size=1	1	4268	510	4268	100	496.983	42.7	33.2
Lactobacillus_2;size=1	1	4453	426	4453	100	414.546	43.1	41.2
Lactobacillus_3;size=1	1	4258	698	4258	100	685.103	43	33.1
Lactobacillus_4;size=1	1	4258	513	4258	100	500.403	42.9	32.2
Lactobacillus_5;size=1	1	4453	409	4453	100	399.443	42.6	42.9
Listeria_1;size=1	1	4291	635	4291	100	627.034	42.8	3.29
Listeria_2_5;size=1	1	4291	666	4291	100	658.121	42.8	4.92
Listeria_3;size=1	1	4542	397	4542	100	387.01	43	4.7
Listeria_4;size=1	1	4542	347	4542	100	336.08	42.6	3.77
Listeria_6;size=1	1	4291	641	4291	100	635.633	43.1	3.55
Pseudomonas_1_2_3_4;size=1	1	4456	309	4456	100	301.697	43.4	59.9
Salmonella_1;size=1	1	4360	507	4360	100	501.347	43.7	4.03
Salmonella_2_4;size=1	1	4360	416	4360	100	412.886	43	4.98
Salmonella_3;size=1	1	4519	269	4519	100	262.4	44	14.7
Salmonella_5;size=1	1	4519	213	4519	100	210.171	43.7	14.1
Salmonella_6;size=1	1	4360	189	4360	100	187.49	43	5.74
Salmonella_7;size=1	1	4619	184	4619	100	179.8	43.5	53.8
Staphylococcus_1;size=1	1	4466	394	4466	100	385.58	43.7	38.3
Staphylococcus_2;size=1	1	4512	399	4512	100	392.873	43.5	42.7
Staphylococcus_3;size=1	1	4516	425	4516	100	413.488	43.6	52.4
Staphylococcus_4;size=1	1	4391	380	4391	100	371.616	43.7	29.8
Staphylococcus_5;size=1	1	4424	407	4424	100	399.385	43.8	43.2
Staphylococcus_6;size=1	1	4483	368	4483	100	362.42	43.7	54.3
