rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	23	1363	100	22.9567	39.7	59.4
Enterococcus_4;size=4	1	1381	38	1381	100	37.9088	39.8	58.2
Staphylococcus_4;size=4	1	1372	57	1372	100	56.8695	39.7	29.6
Bacillus_4_5;size=3	1	1370	10	1370	100	9.99854	39	10.7
Bacillus_7;size=2	1	1370	11	1370	100	10.9993	40	10.5
Escherichia_5;size=2	1	1363	6	1363	100	5.99633	39.5	21
Listeria_2_5;size=2	1	1370	23	1370	100	22.9942	39.6	14.2
Listeria_6;size=2	1	1370	21	1370	100	20.9766	39.7	13.5
Bacillus_1;size=1	1	1370	9	1370	100	8.96642	39.1	7.78
Bacillus_3;size=1	1	1370	8	1370	100	7.99489	39.9	15.4
Bacillus_8;size=1	1	1370	16	1370	100	15.973	39.9	15.1
Bacillus_9;size=1	1	1370	10	1370	100	9.98613	40	14.1
Escherichia_1;size=1	1	1363	3	1363	100	2.99707	39.2	60
Escherichia_2;size=1	1	1363	4	1363	100	3.99853	39.8	16
Escherichia_4;size=1	1	1363	5	1363	100	5	39.9	57.8
Escherichia_6;size=1	1	1363	5	1363	100	4.98973	38.5	47.8
Escherichia_7;size=1	1	1363	5	1363	100	4.99853	39.1	42.2
Lactobacillus_1;size=1	1	1406	12	1406	100	11.9616	39.8	40.8
Lactobacillus_2;size=1	1	1396	12	1396	100	11.9785	39.3	17.8
Lactobacillus_3;size=1	1	1396	15	1396	100	14.9928	39.7	19.5
Lactobacillus_4;size=1	1	1396	17	1396	100	16.7128	39.8	28.6
Lactobacillus_5;size=1	1	1396	22	1396	100	21.937	39.8	35.7
Listeria_1;size=1	1	1370	17	1370	100	16.9737	39.9	15.5
Pseudomonas_1_2_3_4;size=1	1	1357	6	1357	100	5.98084	39.8	60
Salmonella_7;size=1	1	1363	6	1363	100	5.97579	38.9	50.3
Staphylococcus_2;size=1	1	1372	15	1372	100	14.9876	39.3	40.7
Staphylococcus_3;size=1	1	1372	13	1372	100	12.9723	39.7	23.9
