rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	1263	1363	100	1259.31	76.3	59.9
Enterococcus_4;size=4	1	1381	875	1381	100	872.435	75.1	59.9
Staphylococcus_4;size=4	1	1372	5865	1372	100	5849.98	75.7	38.3
Bacillus_4_5;size=3	1	1370	1292	1370	100	1289.08	74.9	14.5
Bacillus_7;size=2	1	1370	725	1370	100	723.577	75.7	14.5
Escherichia_5;size=2	1	1363	846	1363	100	844.316	75.6	18.5
Listeria_2_5;size=2	1	1370	1534	1370	100	1530.82	75.6	16.3
Listeria_6;size=2	1	1370	873	1370	100	871.134	75.4	16.5
Bacillus_1;size=1	1	1370	290	1370	100	289.275	75.1	13.6
Bacillus_3;size=1	1	1370	193	1370	100	192.685	77.7	15
Bacillus_8;size=1	1	1370	347	1370	100	346.209	75.1	30.5
Bacillus_9;size=1	1	1370	408	1370	100	405.985	72	18.7
Escherichia_1;size=1	1	1363	402	1363	100	400.976	76.4	59.8
Escherichia_2;size=1	1	1363	436	1363	100	435.124	76.3	17.9
Escherichia_4;size=1	1	1363	319	1363	100	318.403	77.6	59.2
Escherichia_6;size=1	1	1363	324	1363	100	322.341	74.8	59.3
Escherichia_7;size=1	1	1363	326	1363	100	325.092	78.4	58.4
Lactobacillus_1;size=1	1	1406	850	1406	100	848.055	75.5	53.8
Lactobacillus_2;size=1	1	1396	614	1396	100	612.457	75.6	33.2
Lactobacillus_3;size=1	1	1396	938	1396	100	935.473	76.8	28.9
Lactobacillus_4;size=1	1	1396	916	1396	100	914.201	75	37
Lactobacillus_5;size=1	1	1396	624	1396	100	622.252	74.4	44.2
Listeria_1;size=1	1	1370	633	1370	100	631.419	74.4	18.1
Pseudomonas_1_2_3_4;size=1	1	1357	1942	1357	100	1937.96	76.8	60
Salmonella_7;size=1	1	1363	133	1363	100	132.68	73.5	59.6
Staphylococcus_2;size=1	1	1372	1418	1372	100	1415.04	75.6	49
Staphylococcus_3;size=1	1	1372	1068	1372	100	1063.98	75.7	40.8
