rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	7	1363	100	6.98753	70.7	60
Enterococcus_4;size=4	1	1381	14	1381	100	13.9848	82	60
Staphylococcus_4;size=4	1	1372	66	1372	100	65.8703	77.8	37.6
Bacillus_4_5;size=3	1	1370	13	1370	100	12.9679	75.5	15.3
Bacillus_7;size=2	1	1370	11	1370	100	10.992	85.2	14.5
Escherichia_5;size=2	1	1363	10	1363	100	9.99193	80.9	18
Listeria_2_5;size=2	1	1370	15	1370	100	14.9737	71.4	16
Listeria_6;size=2	1	1370	10	1370	100	9.9708	68.6	17.5
Bacillus_1;size=1	1	1370	3	1370	100	2.98978	49.2	17.3
Bacillus_8;size=1	1	1370	5	1370	100	4.99562	83.8	30.8
Bacillus_9;size=1	1	1370	3	1370	100	2.99635	67.9	18.3
Escherichia_1;size=1	1	1363	5	1363	100	4.98899	66.7	60
Escherichia_2;size=1	1	1363	10	1363	100	9.94644	71.1	19.6
Escherichia_4;size=1	1	1363	3	1363	100	2.99633	88.9	60
Escherichia_6;size=1	1	1363	3	1363	100	3	92.7	60
Escherichia_7;size=1	1	1363	2	1363	100	1.99853	92.5	60
Lactobacillus_1;size=1	1	1406	9	1406	100	8.99787	87.9	54.1
Lactobacillus_2;size=1	1	1396	8	1396	100	7.98496	71.8	32.9
Lactobacillus_3;size=1	1	1396	7	1396	100	6.98639	72.7	29.3
Lactobacillus_4;size=1	1	1396	15	1396	100	14.9742	77.5	38.4
Lactobacillus_5;size=1	1	1396	5	1396	100	4.99284	80.5	45.8
Listeria_1;size=1	1	1370	9	1370	100	8.9781	72.5	19.9
Pseudomonas_1_2_3_4;size=1	1	1357	27	1357	100	26.9226	74	60
Salmonella_7;size=1	1	1363	3	1363	100	2.99927	92.8	60
Staphylococcus_2;size=1	1	1372	19	1372	100	18.9781	77.8	47.9
Staphylococcus_3;size=1	1	1372	18	1372	100	17.938	67	40.7
Bacillus_3;size=1	1	1370	0	0	0	0	0	0
