rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	79	4210	100	78.7886	73.7	5.52
Bacillus_1;size=1	1	4210	98	4210	100	97.7444	73	5.06
Bacillus_2;size=1	1	4387	63	4387	100	62.8331	74.6	13
Bacillus_3;size=1	1	4387	65	4387	100	64.8211	74.2	13.1
Bacillus_4_5;size=1	1	4210	195	4210	100	194.535	74.5	5.41
Bacillus_6;size=1	1	4210	89	4210	100	88.8114	75.8	7.04
Bacillus_7;size=1	1	4210	86	4210	100	85.7815	72.4	4.87
Bacillus_8;size=1	1	4210	96	4210	100	95.7929	74.4	22.2
Bacillus_9;size=1	1	4210	101	4210	100	100.751	71.3	20.3
Enterococcus_1;size=1	1	4364	36	4364	100	35.8226	77.8	31.8
Enterococcus_2;size=1	1	4364	59	4364	100	58.8749	75.6	33.4
Enterococcus_3;size=1	1	4262	94	4262	100	93.7635	73.2	5.35
Enterococcus_4;size=1	1	4262	65	4262	100	64.5779	71.1	5.88
Escherichia_1;size=1	1	4451	112	4451	100	111.736	78.2	58.6
Escherichia_2;size=1	1	4358	146	4358	100	145.708	77.8	6.23
Escherichia_3;size=1	1	4358	113	4358	100	112.746	75.3	6.2
Escherichia_4;size=1	1	4452	82	4452	100	81.8237	75.8	59.1
Escherichia_5;size=1	1	4358	110	4358	100	109.705	74.6	5.69
Escherichia_6;size=1	1	4441	92	4441	100	91.8807	78.6	60
Escherichia_7;size=1	1	4435	91	4435	100	90.7472	73.6	60
Lactobacillus_1;size=1	1	4268	222	4268	100	221.348	74.7	56.3
Lactobacillus_2;size=1	1	4453	164	4453	100	163.607	75	59.7
Lactobacillus_3;size=1	1	4258	215	4258	100	214.277	77.2	53.8
Lactobacillus_4;size=1	1	4258	235	4258	100	234.498	76.4	56.3
Lactobacillus_5;size=1	1	4453	166	4453	100	162.488	74	57.9
Listeria_1;size=1	1	4291	174	4291	100	173.633	74.2	6.39
Listeria_2_5;size=1	1	4291	353	4291	100	352.313	76.7	5.66
Listeria_3;size=1	1	4542	95	4542	100	94.7008	74.1	5.53
Listeria_4;size=1	1	4542	92	4542	100	91.8082	78	5.04
Listeria_6;size=1	1	4291	142	4291	100	141.587	73.5	5.46
Pseudomonas_1_2_3_4;size=1	1	4456	554	4456	100	552.582	77.1	60
Salmonella_1;size=1	1	4360	55	4360	100	54.7255	74.3	4.96
Salmonella_2_4;size=1	1	4360	128	4360	100	127.781	76.6	4.86
Salmonella_3;size=1	1	4519	33	4519	100	31.9646	74.8	19.1
Salmonella_5;size=1	1	4519	51	4519	100	50.8794	79.4	19.7
Salmonella_6;size=1	1	4360	85	4360	100	84.8243	78.2	6.96
Salmonella_7;size=1	1	4619	34	4619	100	33.415	83.8	60
Staphylococcus_1;size=1	1	4466	379	4466	100	378.242	76.2	50.6
Staphylococcus_2;size=1	1	4512	383	4512	100	382.064	75.1	58.7
Staphylococcus_3;size=1	1	4516	319	4516	100	318.397	77.6	59.8
Staphylococcus_4;size=1	1	4391	432	4391	100	431.098	74.9	39.6
Staphylococcus_5;size=1	1	4424	421	4424	100	419.767	73.2	51.4
Staphylococcus_6;size=1	1	4483	348	4483	100	346.238	75.2	59.5
