rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	21	1363	100	20.9589	72	60
Enterococcus_4;size=4	1	1381	26	1381	100	25.9638	79.2	60
Staphylococcus_4;size=4	1	1372	129	1372	100	128.776	79.3	37.9
Bacillus_4_5;size=3	1	1370	36	1370	100	35.8934	67.6	14.6
Bacillus_7;size=2	1	1370	24	1370	100	23.973	83.6	14.7
Escherichia_5;size=2	1	1363	24	1363	100	23.967	79.8	17.8
Listeria_2_5;size=2	1	1370	36	1370	100	35.9204	74	16.2
Listeria_6;size=2	1	1370	17	1370	100	16.9453	70	17.1
Bacillus_1;size=1	1	1370	5	1370	100	4.97591	54.3	15.8
Bacillus_3;size=1	1	1370	6	1370	100	5.99635	87.2	14.5
Bacillus_8;size=1	1	1370	13	1370	100	12.9934	86.2	28.8
Bacillus_9;size=1	1	1370	10	1370	100	9.86715	68	17.8
Escherichia_1;size=1	1	1363	13	1363	100	12.9751	71	60
Escherichia_2;size=1	1	1363	14	1363	100	13.9464	76.7	18.9
Escherichia_4;size=1	1	1363	7	1363	100	6.9956	88.9	60
Escherichia_6;size=1	1	1363	4	1363	100	4	92.8	60
Escherichia_7;size=1	1	1363	3	1363	100	2.99853	89.3	60
Lactobacillus_1;size=1	1	1406	19	1406	100	18.9673	75.7	53.3
Lactobacillus_2;size=1	1	1396	20	1396	100	19.9792	80.2	32.6
Lactobacillus_3;size=1	1	1396	15	1396	100	14.9456	66.3	30.3
Lactobacillus_4;size=1	1	1396	23	1396	100	22.9599	77	37.9
Lactobacillus_5;size=1	1	1396	11	1396	100	10.9355	68.4	43.5
Listeria_1;size=1	1	1370	19	1370	100	18.9416	71.3	18.8
Pseudomonas_1_2_3_4;size=1	1	1357	49	1357	100	48.8791	74.5	60
Salmonella_7;size=1	1	1363	3	1363	100	2.99927	92.8	60
Staphylococcus_2;size=1	1	1372	34	1372	100	33.949	75.2	49.3
Staphylococcus_3;size=1	1	1372	35	1372	100	34.8929	71.5	40.4
