rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	16	1363	100	15.5598	44.4	60
Enterococcus_4;size=4	1	1381	34	1381	100	33.8986	43.8	59.6
Staphylococcus_4;size=4	1	1372	40	1372	100	39.8367	43.1	28.5
Bacillus_4_5;size=3	1	1370	15	1370	100	14.9745	44	12.9
Bacillus_7;size=2	1	1370	10	1370	100	9.95912	42.2	10.5
Escherichia_5;size=2	1	1363	6	1363	100	5.98459	43.6	19.5
Listeria_2_5;size=2	1	1370	20	1370	100	19.9321	43.3	15.6
Listeria_6;size=2	1	1370	32	1370	100	31.8701	42.7	16.7
Bacillus_1;size=1	1	1370	7	1370	100	6.96277	41.3	11.4
Bacillus_3;size=1	1	1370	7	1370	100	6.96496	42.1	13.7
Bacillus_8;size=1	1	1370	12	1370	100	10.4934	39.7	15.1
Bacillus_9;size=1	1	1370	8	1370	100	7.9781	42.8	14.1
Escherichia_1;size=1	1	1363	3	1363	100	2.99193	44.5	60
Escherichia_2;size=1	1	1363	2	1363	100	1.99927	46.7	13.5
Escherichia_6;size=1	1	1363	1	1353	99.2663	0.992663	43.9	58
Escherichia_7;size=1	1	1363	3	1363	100	2.98826	44.1	60
Lactobacillus_1;size=1	1	1406	8	1406	100	7.93457	42.1	34.4
Lactobacillus_2;size=1	1	1396	6	1396	100	5.98209	41.6	15.2
Lactobacillus_3;size=1	1	1396	16	1396	100	15.9491	42.3	24.3
Lactobacillus_4;size=1	1	1396	14	1396	100	13.884	41.2	33.4
Lactobacillus_5;size=1	1	1396	5	1396	100	4.94986	40.2	37
Listeria_1;size=1	1	1370	7	1370	100	6.97664	42.6	16.6
Pseudomonas_1_2_3_4;size=1	1	1357	5	1357	100	4.58585	44.4	60
Salmonella_7;size=1	1	1363	6	1363	100	5.9912	44	57.2
Staphylococcus_2;size=1	1	1372	12	1372	100	11.9752	43.8	42.3
Staphylococcus_3;size=1	1	1372	6	1372	100	5.37464	45.2	31.3
Escherichia_4;size=1	1	1363	0	0	0	0	0	0
