rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	1955	1363	100	1951.8	39.6	57.5
Enterococcus_4;size=4	1	1381	3322	1381	100	3315.68	39.6	59.2
Staphylococcus_4;size=4	1	1372	4579	1372	100	4571.18	39.6	32.7
Bacillus_4_5;size=3	1	1370	1628	1370	100	1624.75	39.6	11
Bacillus_7;size=2	1	1370	855	1370	100	854.126	39.6	11.6
Escherichia_5;size=2	1	1363	626	1363	100	625.369	39.6	17.8
Listeria_2_5;size=2	1	1370	2562	1370	100	2559.39	39.6	15.7
Listeria_6;size=2	1	1370	1626	1370	100	1623.73	39.6	15.3
Bacillus_1;size=1	1	1370	573	1370	100	572.1	39.6	10.6
Bacillus_3;size=1	1	1370	490	1370	100	489.368	39.6	13.7
Bacillus_8;size=1	1	1370	943	1370	100	941.826	39.6	21.3
Bacillus_9;size=1	1	1370	896	1370	100	894.142	39.7	10.4
Escherichia_1;size=1	1	1363	329	1363	100	328.15	39.5	47.7
Escherichia_2;size=1	1	1363	304	1363	100	303.674	39.5	16.1
Escherichia_4;size=1	1	1363	258	1363	100	257.728	39.6	48.4
Escherichia_6;size=1	1	1363	300	1363	100	299.518	39.6	51.4
Escherichia_7;size=1	1	1363	311	1363	100	310.083	39.6	47.6
Lactobacillus_1;size=1	1	1406	767	1406	100	763.14	39.6	38
Lactobacillus_2;size=1	1	1396	736	1396	100	734.216	39.6	23.5
Lactobacillus_3;size=1	1	1396	1406	1396	100	1403.42	39.7	20.7
Lactobacillus_4;size=1	1	1396	1127	1396	100	1122.95	39.6	31
Lactobacillus_5;size=1	1	1396	1094	1396	100	1091.72	39.6	37.4
Listeria_1;size=1	1	1370	1031	1370	100	1027.96	39.6	15.6
Pseudomonas_1_2_3_4;size=1	1	1357	434	1357	100	432.957	39.7	59.7
Salmonella_7;size=1	1	1363	347	1363	100	346.386	39.6	52
Staphylococcus_2;size=1	1	1372	1136	1372	100	1134.32	39.6	37.7
Staphylococcus_3;size=1	1	1372	1049	1372	100	1047.11	39.6	28.2
