rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	432	4210	100	427.207	42.9	5.01
Bacillus_1;size=1	1	4210	672	4210	100	666.336	42.7	2.94
Bacillus_2;size=1	1	4387	519	4387	100	512.049	42.9	9.88
Bacillus_3;size=1	1	4387	304	4387	100	297.814	42.8	8.16
Bacillus_4_5;size=1	1	4210	923	4210	100	916.276	43.2	3.1
Bacillus_6;size=1	1	4210	484	4210	100	478.846	43	5.16
Bacillus_7;size=1	1	4210	433	4210	100	429.141	42.5	3.28
Bacillus_8;size=1	1	4210	607	4210	100	601.791	42.9	14.2
Bacillus_9;size=1	1	4210	511	4210	100	505.271	42.9	11.2
Enterococcus_1;size=1	1	4364	354	4364	100	349.761	43.6	30
Enterococcus_2;size=1	1	4364	491	4364	100	479.154	43.2	28.1
Enterococcus_3;size=1	1	4262	690	4262	100	678.684	43.8	5.06
Enterococcus_4;size=1	1	4262	633	4262	100	625.877	43.8	5.59
Escherichia_1;size=1	1	4451	327	4451	100	320.296	43.7	43.6
Escherichia_2;size=1	1	4358	321	4358	100	316.04	43.3	5.05
Escherichia_3;size=1	1	4358	430	4358	100	424.182	43.5	5.21
Escherichia_4;size=1	1	4452	320	4452	100	314.027	43.1	39.3
Escherichia_5;size=1	1	4358	524	4358	100	518.854	43.6	4.95
Escherichia_6;size=1	1	4441	340	4441	100	335.305	43.5	49.3
Escherichia_7;size=1	1	4435	304	4435	100	299.875	43.2	56.7
Lactobacillus_1;size=1	1	4268	828	4268	100	808.429	42.7	32.7
Lactobacillus_2;size=1	1	4453	710	4453	100	690.493	42.9	41
Lactobacillus_3;size=1	1	4258	1117	4258	100	1095.63	42.8	32.8
Lactobacillus_4;size=1	1	4258	867	4258	100	849.419	42.9	33.6
Lactobacillus_5;size=1	1	4453	667	4453	100	653.025	42.7	43.4
Listeria_1;size=1	1	4291	1052	4291	100	1038.85	42.7	3.42
Listeria_2_5;size=1	1	4291	1130	4291	100	1113.91	42.8	4.79
Listeria_3;size=1	1	4542	637	4542	100	620.59	43.1	4.73
Listeria_4;size=1	1	4542	601	4542	100	583.818	42.7	3.62
Listeria_6;size=1	1	4291	1047	4291	100	1037.42	43.1	3.66
Pseudomonas_1_2_3_4;size=1	1	4456	476	4456	100	463.524	43.3	59.9
Salmonella_1;size=1	1	4360	854	4360	100	844.177	43.5	4.26
Salmonella_2_4;size=1	1	4360	685	4360	100	678.12	43.1	5.01
Salmonella_3;size=1	1	4519	410	4519	100	401.473	43.9	14.4
Salmonella_5;size=1	1	4519	328	4519	100	322.689	43.7	13.7
Salmonella_6;size=1	1	4360	327	4360	100	323.707	42.9	6
Salmonella_7;size=1	1	4619	285	4619	100	277.951	43.4	54.1
Staphylococcus_1;size=1	1	4466	650	4466	100	636.746	43.6	38.1
Staphylococcus_2;size=1	1	4512	641	4512	100	632.379	43.6	42.9
Staphylococcus_3;size=1	1	4516	683	4516	100	667.19	43.6	53.1
Staphylococcus_4;size=1	1	4391	591	4391	100	579.668	43.8	30.3
Staphylococcus_5;size=1	1	4424	690	4424	100	677.004	43.8	43.4
Staphylococcus_6;size=1	1	4483	611	4483	100	602.018	43.9	53.8
