rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	365	1363	100	364.464	39.6	57.9
Enterococcus_4;size=4	1	1381	629	1381	100	628.014	39.6	59.6
Staphylococcus_4;size=4	1	1372	831	1372	100	829.568	39.6	32.5
Bacillus_4_5;size=3	1	1370	306	1370	100	305.587	39.6	11
Bacillus_7;size=2	1	1370	174	1370	100	173.77	39.5	10.5
Escherichia_5;size=2	1	1363	134	1363	100	133.883	39.6	17.6
Listeria_2_5;size=2	1	1370	522	1370	100	521.522	39.6	15.4
Listeria_6;size=2	1	1370	288	1370	100	287.601	39.7	14.3
Bacillus_1;size=1	1	1370	106	1370	100	105.838	39.5	10.7
Bacillus_3;size=1	1	1370	99	1370	100	98.9058	39.7	13.5
Bacillus_8;size=1	1	1370	170	1370	100	169.723	39.5	20.8
Bacillus_9;size=1	1	1370	171	1370	100	170.668	39.7	11
Escherichia_1;size=1	1	1363	54	1363	100	53.9098	39.7	48
Escherichia_2;size=1	1	1363	62	1363	100	61.9486	39.5	16.4
Escherichia_4;size=1	1	1363	36	1363	100	35.967	39.4	48.6
Escherichia_6;size=1	1	1363	59	1363	100	58.934	39.7	51.7
Escherichia_7;size=1	1	1363	47	1363	100	46.9655	39.6	48.3
Lactobacillus_1;size=1	1	1406	152	1406	100	151.289	39.7	37.4
Lactobacillus_2;size=1	1	1396	147	1396	100	146.784	39.5	24.5
Lactobacillus_3;size=1	1	1396	249	1396	100	248.34	39.7	20.5
Lactobacillus_4;size=1	1	1396	219	1396	100	217.694	39.6	29.7
Lactobacillus_5;size=1	1	1396	187	1396	100	186.697	39.6	37.2
Listeria_1;size=1	1	1370	208	1370	100	207.451	39.6	15.8
Pseudomonas_1_2_3_4;size=1	1	1357	98	1357	100	97.8674	39.6	60
Salmonella_7;size=1	1	1363	67	1363	100	66.9083	39.7	57.1
Staphylococcus_2;size=1	1	1372	219	1372	100	218.676	39.6	38.6
Staphylococcus_3;size=1	1	1372	193	1372	100	192.718	39.7	28.8
