rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	7	1363	100	6.98753	70.7	60
Enterococcus_4;size=4	1	1381	14	1381	100	13.9848	82	60
Staphylococcus_4;size=4	1	1372	69	1372	100	68.8703	78.4	37.6
Bacillus_4_5;size=3	1	1370	13	1370	100	12.9679	75.5	15.3
Bacillus_7;size=2	1	1370	12	1370	100	11.9912	85	14.6
Escherichia_5;size=2	1	1363	13	1363	100	12.9919	83.7	17.8
Listeria_2_5;size=2	1	1370	15	1370	100	14.9737	71.4	16
Listeria_6;size=2	1	1370	11	1370	100	10.965	67.4	16.5
Bacillus_1;size=1	1	1370	3	1370	100	2.98978	49.2	17.3
Bacillus_8;size=1	1	1370	5	1370	100	4.99562	83.8	30.8
Bacillus_9;size=1	1	1370	4	1370	100	3.8854	58	14
Escherichia_1;size=1	1	1363	5	1363	100	4.98899	66.7	60
Escherichia_2;size=1	1	1363	11	1363	100	10.9464	72.3	19.4
Escherichia_4;size=1	1	1363	4	1363	100	3.99633	89.9	60
Escherichia_6;size=1	1	1363	3	1363	100	3	92.7	60
Escherichia_7;size=1	1	1363	2	1363	100	1.99853	92.5	60
Lactobacillus_1;size=1	1	1406	10	1406	100	9.99787	88.4	54.1
Lactobacillus_2;size=1	1	1396	9	1396	100	8.98496	73.3	32.8
Lactobacillus_3;size=1	1	1396	9	1396	100	8.98066	65.6	30.7
Lactobacillus_4;size=1	1	1396	16	1396	100	15.9742	78.5	38.2
Lactobacillus_5;size=1	1	1396	5	1396	100	4.99284	80.5	45.8
Listeria_1;size=1	1	1370	11	1370	100	10.9664	70	19.1
Pseudomonas_1_2_3_4;size=1	1	1357	29	1357	100	28.9219	74.9	60
Salmonella_7;size=1	1	1363	3	1363	100	2.99927	92.8	60
Staphylococcus_2;size=1	1	1372	23	1372	100	22.9672	75.3	48.3
Staphylococcus_3;size=1	1	1372	23	1372	100	22.9257	69.8	40.9
Bacillus_3;size=1	1	1370	0	0	0	0	0	0
