rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	3152	4210	100	3119.46	42.8	5.01
Bacillus_1;size=1	1	4210	4673	4210	100	4631.91	42.9	3.11
Bacillus_2;size=1	1	4387	3539	4387	100	3484.6	43	9.68
Bacillus_3;size=1	1	4387	2049	4387	100	2016.25	42.7	7.79
Bacillus_4_5;size=1	1	4210	6869	4210	100	6807.26	43	2.97
Bacillus_6;size=1	1	4210	3486	4210	100	3443.57	42.9	4.96
Bacillus_7;size=1	1	4210	3089	4210	100	3048.39	42.5	3.28
Bacillus_8;size=1	1	4210	4429	4210	100	4381.58	42.9	14.6
Bacillus_9;size=1	1	4210	3592	4210	100	3542.26	42.8	10.9
Enterococcus_1;size=1	1	4364	2361	4364	100	2312.24	43.7	29.5
Enterococcus_2;size=1	1	4364	3678	4364	100	3609.66	43.6	28
Enterococcus_3;size=1	1	4262	4900	4262	100	4834.65	43.5	5.02
Enterococcus_4;size=1	1	4262	4487	4262	100	4427.3	43.8	5.09
Escherichia_1;size=1	1	4451	2413	4451	100	2375.4	43.6	42.7
Escherichia_2;size=1	1	4358	2554	4358	100	2516.71	43.5	5.03
Escherichia_3;size=1	1	4358	3090	4358	100	3049.29	43.5	5.2
Escherichia_4;size=1	1	4452	2291	4452	100	2254.44	43.5	38.9
Escherichia_5;size=1	1	4358	3452	4358	100	3408.8	43.6	5.02
Escherichia_6;size=1	1	4441	2492	4441	100	2453.95	43.5	47.6
Escherichia_7;size=1	1	4435	2269	4435	100	2229.71	43.4	56.3
Lactobacillus_1;size=1	1	4268	6146	4268	100	6020.28	42.8	34.1
Lactobacillus_2;size=1	1	4453	5417	4453	100	5279.11	42.9	41.9
Lactobacillus_3;size=1	1	4258	8045	4258	100	7888.82	42.8	32.9
Lactobacillus_4;size=1	1	4258	6036	4258	100	5902.24	42.8	33.2
Lactobacillus_5;size=1	1	4453	4605	4453	100	4496.45	42.7	42.1
Listeria_1;size=1	1	4291	7896	4291	100	7797.7	42.8	3.32
Listeria_2_5;size=1	1	4291	8141	4291	100	8051.87	42.9	4.86
Listeria_3;size=1	1	4542	4582	4542	100	4463.21	43.1	4.79
Listeria_4;size=1	1	4542	4289	4542	100	4174.62	42.9	3.79
Listeria_6;size=1	1	4291	7520	4291	100	7434.01	43.1	3.75
Pseudomonas_1_2_3_4;size=1	1	4456	3492	4456	100	3408.04	43.5	59.8
Salmonella_1;size=1	1	4360	6247	4360	100	6175.23	43.3	4.36
Salmonella_2_4;size=1	1	4360	4976	4360	100	4922.46	43.4	4.9
Salmonella_3;size=1	1	4519	2926	4519	100	2877.02	43.5	14.1
Salmonella_5;size=1	1	4519	2558	4519	100	2509.81	43.2	13.9
Salmonella_6;size=1	1	4360	2447	4360	100	2409.28	43.2	5.87
Salmonella_7;size=1	1	4619	1872	4619	100	1828.19	43.5	54.4
Staphylococcus_1;size=1	1	4466	5036	4466	100	4924.74	43.6	37
Staphylococcus_2;size=1	1	4512	4278	4512	100	4210.59	43.7	43.5
Staphylococcus_3;size=1	1	4516	4959	4516	100	4868.75	43.7	54
Staphylococcus_4;size=1	1	4391	3985	4391	100	3922.44	43.8	31.1
Staphylococcus_5;size=1	1	4424	5105	4424	100	5029.74	43.8	44
Staphylococcus_6;size=1	1	4483	4116	4483	100	4047.01	43.7	54.1
