rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	96	4210	100	95.5318	42.9	4.93
Bacillus_1;size=1	1	4210	153	4210	100	151.476	42.3	3.05
Bacillus_2;size=1	1	4387	111	4387	100	109.681	42.1	10.2
Bacillus_3;size=1	1	4387	70	4387	100	68.4117	41.6	7.86
Bacillus_4_5;size=1	1	4210	235	4210	100	233.607	43.1	2.91
Bacillus_6;size=1	1	4210	104	4210	100	102.926	43.1	4.99
Bacillus_7;size=1	1	4210	104	4210	100	102.419	42.2	3.07
Bacillus_8;size=1	1	4210	151	4210	100	148.861	42.6	13.3
Bacillus_9;size=1	1	4210	113	4210	100	110.911	42.9	10.9
Enterococcus_1;size=1	1	4364	68	4364	100	66.8632	43.9	28.9
Enterococcus_2;size=1	1	4364	123	4364	100	121.291	43.3	27.8
Enterococcus_3;size=1	1	4262	167	4262	100	165.21	43.9	4.96
Enterococcus_4;size=1	1	4262	141	4262	100	139.761	43.7	5.24
Escherichia_1;size=1	1	4451	78	4451	100	76.6599	44	46.5
Escherichia_2;size=1	1	4358	83	4358	100	81.5115	43.5	5.11
Escherichia_3;size=1	1	4358	100	4358	100	99.5089	43.5	5.25
Escherichia_4;size=1	1	4452	74	4452	100	73.6417	43.6	43.4
Escherichia_5;size=1	1	4358	117	4358	100	115.335	43.4	4.58
Escherichia_6;size=1	1	4441	73	4441	100	72.5449	44	50
Escherichia_7;size=1	1	4435	85	4435	100	83.5955	43.6	57.5
Lactobacillus_1;size=1	1	4268	191	4268	100	185.238	42.7	32
Lactobacillus_2;size=1	1	4453	167	4453	100	163.431	43.2	39.7
Lactobacillus_3;size=1	1	4258	269	4258	100	264.815	42.6	33.1
Lactobacillus_4;size=1	1	4258	184	4258	100	180.289	43.2	30.3
Lactobacillus_5;size=1	1	4453	160	4453	100	155.324	42.4	42.3
Listeria_1;size=1	1	4291	247	4291	100	244.489	42.9	3.43
Listeria_2_5;size=1	1	4291	246	4291	100	244.545	42.8	4.95
Listeria_3;size=1	1	4542	137	4542	100	132.458	43	4.93
Listeria_4;size=1	1	4542	138	4542	100	134.839	42.4	3.72
Listeria_6;size=1	1	4291	216	4291	100	214.408	43.2	3.38
Pseudomonas_1_2_3_4;size=1	1	4456	108	4456	100	105.403	43.4	60
Salmonella_1;size=1	1	4360	184	4360	100	182.711	44	3.81
Salmonella_2_4;size=1	1	4360	155	4360	100	153.283	42.3	4.74
Salmonella_3;size=1	1	4519	84	4519	100	83.4222	44.2	14.2
Salmonella_5;size=1	1	4519	79	4519	100	78.2005	43.9	13.3
Salmonella_6;size=1	1	4360	81	4360	100	80.0874	43.3	5.79
Salmonella_7;size=1	1	4619	61	4619	100	59.5826	43.7	56.9
Staphylococcus_1;size=1	1	4466	143	4466	100	140.311	44.3	38
Staphylococcus_2;size=1	1	4512	153	4512	100	149.719	43.5	44.6
Staphylococcus_3;size=1	1	4516	151	4516	100	147.742	43.9	54.9
Staphylococcus_4;size=1	1	4391	134	4391	100	131.717	43.7	31.6
Staphylococcus_5;size=1	1	4424	135	4424	100	133.61	44.1	42.5
Staphylococcus_6;size=1	1	4483	134	4483	100	131.145	43.4	52.5
